       0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15 
     ----------------------------------------------------------------
 0 |  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64 
 1 |  90  87  80  70  57  43  25   9  -9 -25 -43 -57 -70 -80 -87 -90 
 2 |  89  75  50  18 -18 -50 -75 -89 -89 -75 -50 -18  18  50  75  89 
 3 |  87  57   9 -43 -80 -90 -70 -25  25  70  90  80  43  -9 -57 -87 
 4 |  83  36 -36 -83 -83 -36  36  83  83  36 -36 -83 -83 -36  36  83 
 5 |  80   9 -70 -87 -25  57  90  43 -43 -90 -57  25  87  70  -9 -80 
 6 |  75 -18 -89 -50  50  89  18 -75 -75  18  89  50 -50 -89 -18  75
 7 |  70 -43 -87   9  90  25 -80 -57  57  80 -25 -90  -9  87  43 -70
 8 |  64 -64 -64  64  64 -64 -64  64  64 -64 -64  64  64 -64 -64  64
 9 |  57 -80 -25  90  -9 -87  43  70 -70 -43  87   9 -90  25  80 -57
10 |  50 -89  18  75 -75 -18  89 -50 -50  89 -18 -75  75  18 -89  50
11 |  43 -90  57  25 -87  70   9 -80  80  -9 -70  87 -25 -57  90 -43
12 |  36 -83  83 -36 -36  83 -83  36  36 -83  83 -36 -36  83 -83  36
13 |  25 -70  90 -80  43   9 -57  87 -87  57  -9 -43  80 -90  70 -25
14 |  18 -50  75 -89  89 -75  50 -18 -18  50 -75  89 -89  75 -50  18
15 |   9 -25  43 -57  70 -80  87 -90  90 -87  80 -70  57 -43  25  -9
